intent_hash,action_hash,tool_id,payload_size,is_high_risk,is_forbidden,harmful_signal,injection_signal,label
0.446,0.996,0.0,0.14,0,0,0,0,1
0.004,0.115,0.0,0.14,0,0,0,0,1
0.089,0.11,0.6,0.056,0,0,0,0,1
0.159,0.11,0.6,0.056,0,0,0,0,1
0.006,0.815,0.0,0.14,0,0,0,0,1
0.388,0.11,0.6,0.056,0,0,0,0,1
0.581,0.11,0.6,0.056,0,0,0,0,1
0.071,0.498,0.3,0.056,0,0,0,0,1
0.571,0.289,0.0,0.14,0,0,0,0,1
0.024,0.529,0.2,0.056,0,0,0,0,1
0.354,0.529,0.2,0.056,0,0,0,0,1
0.88,0.786,0.0,0.14,0,0,0,0,1
0.595,0.498,0.3,0.056,0,0,0,0,1
0.998,0.961,0.0,0.14,0,0,0,0,1
0.932,0.529,0.2,0.056,0,0,0,0,1
0.572,0.498,0.3,0.056,0,0,0,0,1
0.704,0.349,0.0,0.138,0,0,0,0,1
0.886,0.11,0.6,0.056,0,0,0,0,1
0.927,0.498,0.3,0.056,0,0,0,0,1
0.636,0.498,0.3,0.056,0,0,0,0,1
0.204,0.498,0.3,0.056,0,0,0,0,1
0.097,0.529,0.2,0.056,0,0,0,0,1
0.46,0.498,0.3,0.056,0,0,0,0,1
0.299,0.11,0.6,0.056,0,0,0,0,1
0.971,0.11,0.6,0.056,0,0,0,0,1
0.469,0.529,0.2,0.056,0,0,0,0,1
0.255,0.804,0.0,0.14,0,0,0,0,1
0.93,0.11,0.6,0.056,0,0,0,0,1
0.174,0.072,0.0,0.138,0,0,0,0,1
0.882,0.11,0.6,0.056,0,0,0,0,1
0.887,0.31,0.0,0.14,0,0,0,0,1
0.685,0.529,0.2,0.056,0,0,0,0,1
0.514,0.376,0.0,0.14,0,0,0,0,1
0.968,0.529,0.2,0.056,0,0,0,0,1
0.226,0.11,0.6,0.056,0,0,0,0,1
0.885,0.11,0.6,0.056,0,0,0,0,1
0.494,0.724,0.0,0.14,0,0,0,0,1
0.683,0.529,0.2,0.056,0,0,0,0,1
0.083,0.498,0.3,0.056,0,0,0,0,1
0.082,0.11,0.6,0.056,0,0,0,0,1
0.289,0.498,0.3,0.056,0,0,0,0,1
0.848,0.529,0.2,0.056,0,0,0,0,1
0.031,0.498,0.3,0.056,0,0,0,0,1
0.187,0.498,0.3,0.056,0,0,0,0,1
0.372,0.11,0.6,0.056,0,0,0,0,1
0.094,0.905,0.0,0.138,0,0,0,0,1
0.034,0.11,0.6,0.056,0,0,0,0,0
0.624,0.304,0.0,0.14,0,0,0,0,1
0.045,0.199,0.0,0.14,0,0,0,0,1
0.291,0.11,0.6,0.056,0,0,0,0,1
0.946,0.529,0.2,0.056,0,0,0,0,1
0.489,0.11,0.6,0.056,0,0,0,0,1
0.642,0.529,0.2,0.056,0,0,0,0,1
0.235,0.484,0.0,0.14,0,0,0,0,1
0.811,0.783,0.0,0.14,0,0,0,0,1
0.231,0.11,0.6,0.056,0,0,0,0,1
0.869,0.498,0.3,0.056,0,0,0,0,1
0.475,0.741,0.0,0.14,0,0,0,0,1
0.063,0.851,0.0,0.14,0,0,0,0,1
0.79,0.11,0.6,0.056,0,0,0,0,1
0.133,0.529,0.2,0.056,0,0,0,0,1
0.475,0.498,0.3,0.056,0,0,0,0,1
0.903,0.16,0.0,0.14,0,0,0,0,1
0.073,0.498,0.3,0.056,0,0,0,0,1
0.688,0.529,0.2,0.056,0,0,0,0,1
0.849,0.529,0.2,0.056,0,0,0,0,1
0.539,0.498,0.3,0.056,0,0,0,0,1
0.123,0.498,0.3,0.056,0,0,0,0,1
0.743,0.498,0.3,0.056,0,0,0,0,1
0.898,0.863,0.0,0.138,0,0,0,0,1
0.389,0.11,0.6,0.056,0,0,0,0,1
0.181,0.508,0.0,0.14,0,0,0,0,1
0.835,0.498,0.3,0.056,0,0,0,0,1
0.522,0.727,0.0,0.14,0,0,0,0,1
0.69,0.529,0.2,0.056,0,0,0,0,1
0.784,0.143,0.0,0.14,0,0,0,0,1
0.504,0.11,0.6,0.056,0,0,0,0,1
0.031,0.498,0.3,0.056,0,0,0,0,1
0.18,0.529,0.2,0.056,0,0,0,0,1
0.874,0.179,0.0,0.14,0,0,0,0,1
0.071,0.11,0.6,0.056,0,0,0,0,1
0.545,0.11,0.6,0.056,0,0,0,0,1
0.294,0.498,0.3,0.056,0,0,0,0,1
0.778,0.498,0.3,0.056,0,0,0,0,1
0.611,0.498,0.3,0.056,0,0,0,0,1
0.994,0.498,0.3,0.056,0,0,0,0,1
0.712,0.498,0.3,0.056,0,0,0,0,1
0.409,0.498,0.3,0.056,0,0,0,0,1
0.157,0.498,0.3,0.056,0,0,0,0,1
0.245,0.615,0.0,0.14,0,0,0,0,1
0.251,0.529,0.2,0.056,0,0,0,0,1
0.92,0.057,0.0,0.14,0,0,0,0,1
0.86,0.11,0.6,0.056,0,0,0,0,1
0.932,0.529,0.2,0.056,0,0,0,0,1
0.077,0.11,0.6,0.056,0,0,0,0,1
0.645,0.11,0.6,0.056,0,0,0,0,1
0.775,0.197,0.0,0.14,0,0,0,0,1
0.216,0.11,0.6,0.056,0,0,0,0,1
0.626,0.498,0.3,0.056,0,0,0,0,1
0.484,0.11,0.6,0.056,0,0,0,0,1
0.231,0.529,0.2,0.056,0,0,0,0,1
0.381,0.647,0.0,0.14,0,0,0,0,1
0.611,0.301,0.0,0.14,0,0,0,0,0
0.873,0.529,0.2,0.056,0,0,0,0,1
0.587,0.529,0.2,0.056,0,0,0,0,1
0.258,0.529,0.2,0.056,0,0,0,0,1
0.717,0.11,0.6,0.056,0,0,0,0,1
0.889,0.498,0.3,0.056,0,0,0,0,1
0.061,0.529,0.2,0.056,0,0,0,0,1
0.063,0.498,0.3,0.056,0,0,0,0,1
0.888,0.544,0.0,0.138,0,0,0,0,1
0.627,0.486,0.0,0.138,0,0,0,0,1
0.926,0.64,0.0,0.138,0,0,0,0,1
0.966,0.498,0.3,0.056,0,0,0,0,1
0.874,0.498,0.3,0.056,0,0,0,0,1
0.893,0.11,0.6,0.056,0,0,0,0,1
0.977,0.529,0.2,0.056,0,0,0,0,1
0.211,0.11,0.6,0.056,0,0,0,0,1
0.727,0.184,0.0,0.14,0,0,0,0,1
0.204,0.498,0.3,0.056,0,0,0,0,1
0.3,0.498,0.3,0.056,0,0,0,0,1
0.469,0.498,0.3,0.056,0,0,0,0,1
0.761,0.498,0.3,0.056,0,0,0,0,1
0.098,0.498,0.3,0.056,0,0,0,0,1
0.003,0.498,0.3,0.056,0,0,0,0,1
0.383,0.498,0.3,0.056,0,0,0,0,1
0.166,0.498,0.3,0.056,0,0,0,0,1
0.832,0.498,0.3,0.056,0,0,0,0,1
0.604,0.11,0.6,0.056,0,0,0,0,1
0.626,0.498,0.3,0.056,0,0,0,0,1
0.972,0.11,0.6,0.056,0,0,0,0,1
0.282,0.498,0.3,0.056,0,0,0,0,1
0.068,0.367,0.0,0.14,0,0,0,0,1
0.192,0.11,0.6,0.056,0,0,0,0,1
0.439,0.11,0.6,0.056,0,0,0,0,1
0.182,0.498,0.3,0.056,0,0,0,0,1
0.496,0.529,0.2,0.056,0,0,0,0,1
0.587,0.498,0.3,0.056,0,0,0,0,0
0.64,0.498,0.3,0.056,0,0,0,0,1
0.017,0.498,0.3,0.056,0,0,0,0,1
0.291,0.529,0.0,0.14,0,0,0,0,1
0.137,0.358,0.0,0.14,0,0,0,0,1
0.965,0.498,0.3,0.056,0,0,0,0,1
0.054,0.11,0.6,0.056,0,0,0,0,1
0.209,0.224,0.0,0.14,0,0,0,0,1
0.408,0.529,0.2,0.056,0,0,0,0,1
0.047,0.11,0.6,0.056,0,0,0,0,1
0.344,0.529,0.2,0.056,0,0,0,0,1
0.619,0.529,0.2,0.056,0,0,0,0,1
0.026,0.529,0.2,0.056,0,0,0,0,1
0.696,0.529,0.2,0.056,0,0,0,0,1
0.464,0.822,0.0,0.138,0,0,0,0,1
0.595,0.498,0.3,0.056,0,0,0,0,1
0.59,0.11,0.6,0.056,0,0,0,0,1
0.726,0.672,0.0,0.14,0,0,0,0,1
0.356,0.383,0.0,0.138,0,0,0,0,1
0.532,0.529,0.2,0.056,0,0,0,0,1
0.42,0.498,0.3,0.056,0,0,0,0,1
0.784,0.274,0.0,0.14,0,0,0,0,1
0.648,0.541,0.0,0.14,0,0,0,0,1
0.169,0.498,0.3,0.056,0,0,0,0,1
0.221,0.529,0.2,0.056,0,0,0,0,1
0.616,0.529,0.2,0.056,0,0,0,0,1
0.597,0.498,0.3,0.056,0,0,0,0,1
0.147,0.529,0.2,0.056,0,0,0,0,1
0.956,0.046,0.0,0.14,0,0,0,0,1
0.604,0.11,0.6,0.056,0,0,0,0,1
0.085,0.11,0.6,0.056,0,0,0,0,1
0.715,0.498,0.3,0.056,0,0,0,0,1
0.133,0.232,0.0,0.14,0,0,0,0,1
0.532,0.11,0.6,0.056,0,0,0,0,1
0.65,0.897,0.0,0.14,0,0,0,0,1
0.768,0.498,0.3,0.056,0,0,0,0,1
0.292,0.686,0.0,0.14,0,0,0,0,1
0.482,0.11,0.6,0.056,0,0,0,0,1
0.445,0.192,0.0,0.138,0,0,0,0,1
0.518,0.11,0.6,0.056,0,0,0,0,1
0.147,0.11,0.6,0.056,0,0,0,0,1
0.802,0.529,0.2,0.056,0,0,0,0,1
0.17,0.529,0.2,0.056,0,0,0,0,1
0.671,0.822,0.0,0.136,0,0,0,0,1
0.682,0.852,0.0,0.14,0,0,0,0,1
0.926,0.498,0.3,0.056,0,0,0,0,1
0.357,0.791,0.0,0.14,0,0,0,0,1
0.921,0.528,0.2,0.052,0,0,0,1,0
0.735,0.268,0.1,0.054,0,1,1,0,0
0.75,0.419,0.4,0.074,1,1,0,1,0
0.463,0.988,0.4,0.054,1,1,1,0,0
0.663,0.745,0.3,0.074,0,0,0,1,0
0.264,0.579,0.7,0.052,0,0,1,0,0
0.981,0.778,0.5,0.054,1,1,1,0,0
0.056,0.419,0.4,0.074,1,1,0,1,1
0.38,0.073,0.5,0.08,1,1,1,0,0
0.824,0.855,0.1,0.052,0,1,0,1,0
0.494,0.42,0.6,0.08,0,0,1,0,0
0.256,0.219,0.4,0.06,1,1,1,0,0
0.422,0.339,0.5,0.052,1,1,0,1,0
0.602,0.073,0.5,0.08,1,0,1,0,0
0.596,0.714,0.1,0.062,0,1,0,1,0
0.992,0.773,0.5,0.074,1,1,0,1,0
0.064,0.268,0.1,0.054,0,1,1,0,0
0.78,0.31,0.4,0.056,1,1,0,1,0
0.121,0.118,0.4,0.054,1,1,1,0,0
0.437,0.442,0.2,0.054,0,0,1,0,0
0.296,0.682,0.1,0.06,0,1,1,0,0
0.053,0.403,0.1,0.05,0,1,0,1,0
0.881,0.118,0.4,0.054,1,1,1,0,0
0.864,0.588,0.5,0.054,1,1,1,0,0
0.409,0.638,0.5,0.056,1,1,0,1,0
0.973,0.219,0.4,0.06,1,1,1,0,1
0.933,0.157,0.5,0.052,1,1,1,0,0
0.144,0.264,0.4,0.08,1,1,1,0,0
0.522,0.0,0.3,0.062,0,0,0,1,0
0.54,0.268,0.1,0.054,0,0,1,0,0
0.88,0.419,0.4,0.074,1,1,0,1,0
0.689,0.969,0.4,0.05,1,1,0,1,0
0.984,0.714,0.1,0.052,0,1,1,0,0
0.87,0.094,0.5,0.06,1,1,1,0,0
0.857,0.25,0.4,0.052,1,1,0,1,0
0.951,0.564,0.6,0.06,0,0,1,0,0
0.245,0.588,0.5,0.054,1,1,1,0,0
0.724,0.073,0.5,0.08,1,1,1,0,0
0.859,0.336,0.1,0.074,0,1,0,1,0
0.726,0.714,0.1,0.062,0,1,0,1,0
0.183,0.339,0.5,0.052,1,1,0,1,0
0.186,0.129,0.6,0.074,0,0,0,1,0
0.303,0.579,0.7,0.052,0,0,1,0,0
0.059,0.403,0.1,0.05,0,1,0,1,1
0.858,0.625,0.2,0.052,0,0,1,0,0
0.638,0.347,0.1,0.054,0,0,1,0,0
0.588,0.403,0.1,0.05,0,1,0,1,1
0.228,0.579,0.7,0.052,0,0,1,0,1
0.545,0.588,0.5,0.054,1,1,1,0,0
0.373,0.419,0.4,0.074,1,1,0,1,0
0.84,0.264,0.4,0.08,1,1,1,0,0
0.435,0.339,0.5,0.052,1,1,0,1,0
0.639,0.403,0.1,0.05,0,1,0,1,0
0.423,0.855,0.1,0.052,0,1,0,1,0
0.589,0.347,0.1,0.054,0,1,1,0,1
0.356,0.31,0.4,0.056,1,1,0,1,0
0.547,0.339,0.5,0.052,1,1,0,1,0
0.653,0.588,0.5,0.054,1,1,1,0,0
0.919,0.172,0.2,0.074,0,0,0,1,0
0.199,0.157,0.5,0.052,1,1,1,0,0
0.324,0.527,0.3,0.08,0,0,1,0,0
0.642,0.656,0.0,0.152,0,0,1,0,0
0.571,0.219,0.4,0.06,1,1,1,0,0
0.436,0.336,0.1,0.074,0,1,0,1,0
0.724,0.264,0.4,0.08,1,1,1,0,0
0.375,0.466,0.6,0.054,0,0,1,0,0
0.191,0.401,0.7,0.052,0,0,0,1,0
0.698,0.481,0.7,0.062,0,0,0,1,0
0.649,0.638,0.5,0.056,1,1,0,1,0
0.146,0.403,0.1,0.05,0,1,0,1,0
0.92,0.848,0.2,0.06,0,0,1,0,0
0.533,0.25,0.4,0.052,1,0,0,1,0
0.468,0.969,0.4,0.05,1,1,0,1,0
0.391,0.221,0.3,0.054,0,0,1,0,0
0.95,0.403,0.1,0.05,0,1,0,1,0
0.208,0.339,0.5,0.052,1,1,0,1,0
0.07,0.26,0.5,0.062,1,1,0,1,0
0.907,0.034,0.0,0.15,0,0,1,0,0
0.461,0.118,0.4,0.054,1,1,1,0,0
0.779,0.682,0.1,0.06,0,1,1,0,0
0.843,0.347,0.1,0.054,0,1,1,0,0
0.383,0.403,0.1,0.05,0,1,0,1,0
0.436,0.952,0.0,0.15,0,0,1,0,0
0.451,0.339,0.5,0.052,1,1,0,1,0
0.646,0.888,0.3,0.06,0,0,1,0,0
0.045,0.172,0.2,0.074,0,0,0,1,0
0.16,0.778,0.5,0.054,1,1,1,0,0
0.491,0.419,0.4,0.074,1,1,0,1,0
0.521,0.714,0.1,0.062,0,1,0,1,0
0.182,0.403,0.1,0.05,0,1,0,1,0
0.517,0.428,0.6,0.056,0,0,0,1,0
0.461,0.904,0.1,0.08,0,1,1,0,0
0.133,0.094,0.5,0.06,1,1,1,0,0
0.032,0.419,0.4,0.074,1,1,0,1,0
0.685,0.855,0.1,0.052,0,1,0,1,0
0.081,0.602,0.5,0.05,1,1,0,1,0
0.292,0.714,0.1,0.052,0,1,1,0,0
0.469,0.588,0.5,0.054,1,1,1,0,0
0.949,0.339,0.5,0.052,1,1,0,1,0
0.522,0.588,0.5,0.054,1,1,1,0,0
0.213,0.714,0.1,0.052,0,1,1,0,0
0.873,0.855,0.1,0.052,0,1,0,1,0
0.13,0.31,0.4,0.056,1,1,0,1,0
0.238,0.638,0.5,0.056,1,1,0,1,0
0.864,0.714,0.1,0.052,0,0,1,0,1
0.473,0.073,0.5,0.08,1,1,1,0,0
0.058,0.419,0.4,0.074,1,1,0,1,0
0.778,0.268,0.1,0.054,0,1,1,0,0
0.278,0.157,0.5,0.052,1,1,1,0,0
0.25,0.31,0.4,0.056,1,1,0,1,0
0.895,0.347,0.1,0.054,0,1,1,0,0
0.876,0.714,0.1,0.052,0,0,1,0,1
0.353,0.25,0.4,0.052,1,1,0,1,0
0.073,0.25,0.4,0.052,1,1,0,1,0
0.986,0.094,0.5,0.06,1,1,1,0,0
0.624,0.579,0.7,0.052,0,0,1,0,0
0.65,0.403,0.1,0.05,0,1,0,1,0
0.232,0.172,0.2,0.074,0,0,0,1,0
0.155,0.118,0.4,0.054,1,1,1,0,0
0.354,0.264,0.4,0.08,1,1,1,0,0
0.635,0.073,0.5,0.08,1,1,1,0,0
0.871,0.166,0.7,0.054,0,0,1,0,1
0.118,0.118,0.4,0.054,1,0,1,0,0
0.175,0.423,0.7,0.06,0,0,1,0,0
0.448,0.61,0.2,0.054,0,0,1,0,1
0.783,0.778,0.5,0.054,1,0,1,0,0
0.842,0.403,0.1,0.05,0,1,0,1,0
0.571,0.219,0.4,0.06,1,1,1,0,0
0.34,0.848,0.2,0.06,0,0,1,0,0
0.367,0.25,0.4,0.052,1,0,0,1,0
0.733,0.172,0.2,0.074,0,0,0,1,0
0.056,0.739,0.2,0.056,0,0,0,1,0
0.438,0.403,0.1,0.05,0,1,0,1,0
0.409,0.778,0.5,0.054,1,1,1,0,0
0.857,0.354,0.4,0.062,1,1,0,1,0
0.337,0.339,0.5,0.052,1,0,0,1,0
0.133,0.118,0.4,0.054,1,1,1,0,0
0.802,0.602,0.5,0.05,1,1,0,1,0
0.396,0.292,0.2,0.062,0,0,0,1,0
0.208,0.094,0.5,0.06,1,1,1,0,0
0.82,0.26,0.5,0.062,1,1,0,1,0
0.728,0.988,0.4,0.054,1,1,1,0,0
0.39,0.292,0.2,0.062,0,0,0,1,0
0.412,0.339,0.5,0.052,1,1,0,1,0
0.779,0.442,0.2,0.054,0,0,1,0,0
0.36,0.638,0.5,0.056,1,1,0,1,0
0.282,0.259,0.7,0.074,0,0,0,1,0
0.791,0.567,0.6,0.052,0,0,1,0,0
0.046,0.638,0.5,0.056,1,1,0,1,0
0.272,0.969,0.4,0.05,1,1,0,1,0
0.802,0.714,0.1,0.062,0,1,0,1,0
0.727,0.481,0.7,0.062,0,0,0,1,0
0.436,0.904,0.1,0.08,0,1,1,0,0
0.026,0.988,0.4,0.054,1,1,1,0,0
0.277,0.292,0.2,0.062,0,0,0,1,0
0.503,0.539,0.4,0.052,1,1,1,0,0
0.061,0.268,0.1,0.054,0,1,1,0,0
0.492,0.428,0.6,0.056,0,0,0,1,0
0.657,0.539,0.4,0.052,1,0,1,0,0
0.284,0.588,0.5,0.054,1,1,1,0,0
0.106,0.682,0.1,0.06,0,1,1,0,0
0.289,0.442,0.2,0.054,0,0,1,0,0
0.064,0.962,0.6,0.054,0,0,1,0,0
0.84,0.904,0.1,0.08,0,1,1,0,0
0.737,0.588,0.5,0.054,1,1,1,0,1
0.918,0.31,0.4,0.056,1,1,0,1,0
0.556,0.157,0.5,0.052,1,1,1,0,0
0.164,0.638,0.5,0.056,1,1,0,1,0
0.911,0.53,0.7,0.08,0,0,1,0,0
0.649,0.075,0.0,0.152,0,0,1,0,0
0.362,0.539,0.4,0.052,1,1,1,0,0
0.434,0.268,0.1,0.054,0,1,1,0,0
0.908,0.25,0.4,0.052,1,1,0,1,0
0.246,0.073,0.5,0.08,1,0,1,0,0
0.256,0.26,0.5,0.062,1,1,0,1,0
0.123,0.848,0.2,0.06,0,0,1,0,0
0.029,0.292,0.2,0.062,0,0,0,1,0
0.153,0.904,0.1,0.08,0,1,1,0,0
0.679,0.134,0.0,0.152,0,0,1,0,0
0.807,0.904,0.1,0.08,0,1,1,0,0
0.346,0.264,0.0,0.152,0,0,1,0,0
0.836,0.347,0.0,0.152,0,0,1,0,0
0.436,0.336,0.1,0.074,0,1,0,1,0
0.755,0.988,0.4,0.054,1,1,1,0,0
0.584,0.094,0.5,0.06,1,1,1,0,0
0.06,0.957,0.1,0.056,0,1,0,1,0
0.203,0.428,0.6,0.056,0,0,0,1,0
0.543,0.25,0.4,0.052,1,1,0,1,0
0.398,0.25,0.4,0.052,1,1,0,1,0
0.113,0.638,0.5,0.056,1,1,0,1,0
0.435,0.527,0.3,0.08,0,0,1,0,0
0.987,0.773,0.5,0.074,1,1,0,1,0
0.695,0.904,0.1,0.08,0,1,1,0,0
0.105,0.602,0.5,0.05,1,1,0,1,1
0.13,0.957,0.1,0.056,0,1,0,1,0
0.286,0.394,0.0,0.152,0,0,1,0,0
0.879,0.778,0.5,0.054,1,1,1,0,0
0.6,0.301,0.0,0.152,0,0,1,0,0
0.95,0.268,0.1,0.054,0,1,1,0,0
0.744,0.339,0.5,0.052,1,1,0,1,0
0.431,0.714,0.1,0.052,0,1,1,0,0
0.881,0.31,0.4,0.056,1,1,0,1,0
0.91,0.25,0.4,0.052,1,1,0,1,0
0.478,0.264,0.4,0.08,1,1,1,0,0
0.397,0.073,0.5,0.08,1,1,1,0,0
0.173,0.714,0.1,0.062,0,1,0,1,0
0.563,0.268,0.1,0.054,0,1,1,0,0
0.061,0.268,0.1,0.054,0,1,1,0,0
0.835,0.957,0.1,0.056,0,1,0,1,0
0.119,0.336,0.1,0.074,0,1,0,1,0
0.473,0.588,0.5,0.054,1,1,1,0,0
0.398,0.25,0.4,0.052,1,1,0,1,0
0.784,0.481,0.7,0.062,0,0,0,1,0
0.846,0.602,0.5,0.05,1,1,0,1,0
0.735,0.403,0.1,0.05,0,1,0,1,0
0.595,0.118,0.4,0.054,1,1,1,0,0
0.555,0.602,0.5,0.05,1,1,0,1,0
0.055,0.969,0.4,0.05,1,1,0,1,0
0.531,0.567,0.6,0.052,0,0,1,0,0
0.774,0.268,0.1,0.054,0,1,1,0,0
0.059,0.682,0.1,0.06,0,1,1,0,0
0.887,0.957,0.1,0.056,0,1,0,1,0
0.684,0.714,0.1,0.062,0,1,0,1,0
0.895,0.988,0.4,0.054,1,1,1,0,0
0.482,0.969,0.4,0.05,1,1,0,1,0
0.586,0.144,0.0,0.152,0,0,1,0,0
0.965,0.588,0.5,0.054,1,1,1,0,1
0.052,0.264,0.4,0.08,1,1,1,0,0
0.805,0.024,0.0,0.152,0,0,1,0,0
0.219,0.714,0.1,0.052,0,1,1,0,0
0.525,0.166,0.7,0.054,0,0,1,0,0
0.383,0.336,0.1,0.074,0,1,0,1,0
0.867,0.073,0.5,0.08,1,1,1,0,0
0.44,0.336,0.1,0.074,0,1,0,1,0
0.11,0.947,0.0,0.152,0,0,1,0,0
0.567,0.26,0.5,0.062,1,0,0,1,0
0.312,0.778,0.5,0.054,1,1,1,0,0
0.828,0.957,0.1,0.056,0,1,0,1,0
0.929,0.419,0.4,0.074,1,1,0,1,0
0.443,0.527,0.3,0.08,0,0,1,0,0
0.668,0.988,0.4,0.054,1,1,1,0,0
0.724,0.904,0.1,0.08,0,1,1,0,0
0.818,0.219,0.4,0.06,1,1,1,0,0
0.908,0.339,0.5,0.052,1,1,0,1,0
0.59,0.773,0.5,0.074,1,0,0,1,0
0.389,0.26,0.5,0.062,1,1,0,1,0
0.732,0.466,0.6,0.054,0,0,1,0,0
0.1,0.152,0.2,0.08,0,0,1,0,0
0.553,0.118,0.4,0.054,1,1,1,0,0
0.236,0.401,0.7,0.052,0,0,0,1,0
0.777,0.539,0.4,0.052,1,1,1,0,0
0.124,0.403,0.1,0.05,0,1,0,1,0
0.147,0.419,0.4,0.074,1,1,0,1,0
0.061,0.53,0.7,0.08,0,0,1,0,0
0.474,0.588,0.5,0.054,1,1,1,0,0
0.549,0.778,0.5,0.054,1,1,1,0,0
0.293,0.339,0.5,0.052,1,1,0,1,0
0.188,0.157,0.5,0.052,1,1,1,0,0
0.231,0.31,0.4,0.056,1,1,0,1,0
0.251,0.988,0.4,0.054,1,1,1,0,0
0.877,0.588,0.5,0.054,1,0,1,0,0
0.314,0.157,0.5,0.052,1,1,1,0,0
0.727,0.0,0.3,0.062,0,0,0,1,1
0.601,0.157,0.5,0.052,1,1,1,0,0
0.532,0.588,0.5,0.054,1,1,1,0,0
0.87,0.904,0.1,0.08,0,1,1,0,0
0.434,0.848,0.2,0.06,0,0,1,0,0
0.402,0.094,0.5,0.06,1,1,1,0,0
0.444,0.904,0.1,0.08,0,0,1,0,0
0.734,0.418,0.0,0.152,0,0,1,0,0
0.039,0.773,0.5,0.074,1,1,0,1,0
0.831,0.094,0.5,0.06,1,1,1,0,1
0.639,0.855,0.1,0.052,0,1,0,1,0
0.742,0.957,0.1,0.056,0,1,0,1,0
0.917,0.129,0.6,0.074,0,0,0,1,0
0.482,0.742,0.0,0.152,0,0,1,0,0
0.839,0.434,0.3,0.052,0,0,0,1,0
0.471,0.962,0.6,0.054,0,0,1,0,0
0.61,0.347,0.1,0.054,0,1,1,0,0
0.451,0.778,0.5,0.054,1,1,1,0,0
0.513,0.904,0.1,0.08,0,0,1,0,0
0.461,0.347,0.1,0.054,0,1,1,0,0
0.79,0.602,0.5,0.05,1,1,0,1,0
0.261,0.403,0.1,0.05,0,1,0,1,0
0.324,0.152,0.2,0.08,0,0,1,0,0
0.026,0.25,0.4,0.052,1,1,0,1,0
0.114,0.625,0.2,0.052,0,0,1,0,0
0.004,0.423,0.7,0.06,0,0,1,0,0
0.823,0.988,0.4,0.054,1,1,1,0,0
0.199,0.354,0.4,0.062,1,1,0,1,0
0.873,0.669,0.0,0.15,0,0,1,0,0
0.13,0.339,0.5,0.052,1,1,0,1,0
0.09,0.336,0.1,0.074,0,1,0,1,0
0.117,0.714,0.1,0.052,0,1,1,0,0
0.709,0.389,0.0,0.152,0,0,1,0,0
0.284,0.714,0.1,0.062,0,1,0,1,0
0.2,0.354,0.4,0.062,1,1,0,1,0
0.912,0.073,0.5,0.08,1,1,1,0,0
0.86,0.336,0.1,0.074,0,1,0,1,0
0.593,0.259,0.7,0.074,0,0,0,1,0
0.057,0.957,0.1,0.056,0,1,0,1,0
0.237,0.808,0.6,0.062,0,0,0,1,0
0.331,0.428,0.3,0.054,0,0,1,0,0
0.784,0.579,0.7,0.052,0,0,1,0,0
0.967,0.682,0.1,0.06,0,1,1,0,0
0.232,0.292,0.2,0.062,0,0,0,1,1
0.001,0.37,0.0,0.152,0,0,1,0,0
0.989,0.602,0.5,0.05,1,1,0,1,0
0.07,0.888,0.3,0.06,0,0,1,0,0
0.715,0.31,0.4,0.056,1,0,0,1,0
0.121,0.588,0.5,0.054,1,1,1,0,0
0.737,0.129,0.6,0.074,0,0,0,1,0
0.433,0.682,0.1,0.06,0,1,1,0,0
0.584,0.264,0.4,0.08,1,1,1,0,0
0.066,0.157,0.5,0.052,1,0,1,0,0
0.168,0.466,0.6,0.054,0,0,1,0,0
0.554,0.264,0.4,0.08,1,1,1,0,0
0.657,0.0,0.3,0.062,0,0,0,1,0
0.545,0.419,0.4,0.074,1,1,0,1,0
0.27,0.366,0.0,0.15,0,0,1,0,0
0.622,0.625,0.2,0.052,0,0,1,0,0
0.372,0.714,0.1,0.062,0,1,0,1,0
0.904,0.888,0.3,0.06,0,0,1,0,0
0.089,0.969,0.4,0.05,1,1,0,1,0
0.791,0.094,0.5,0.06,1,0,1,0,0
0.576,0.466,0.6,0.054,0,0,1,0,0
0.622,0.957,0.1,0.056,0,1,0,1,0
0.753,0.405,0.7,0.056,0,0,0,1,0
0.129,0.773,0.5,0.074,1,1,0,1,0
0.049,0.347,0.1,0.054,0,1,1,0,0
0.636,0.42,0.6,0.08,0,0,1,0,0
0.668,0.716,0.0,0.152,0,0,1,0,0
0.55,0.834,0.0,0.152,0,0,1,0,0
0.977,0.714,0.1,0.052,0,1,1,0,0
0.183,0.434,0.3,0.052,0,0,0,1,0
0.45,0.588,0.5,0.054,1,0,1,0,0
0.357,0.588,0.5,0.054,1,0,1,0,0
0.147,0.25,0.4,0.052,1,1,0,1,0
0.409,0.682,0.1,0.06,0,1,1,0,0
0.586,0.604,0.3,0.056,0,0,0,1,0
0.504,0.079,0.0,0.15,0,0,1,0,0
0.755,0.988,0.4,0.054,1,0,1,0,0
0.446,0.094,0.5,0.06,1,1,1,0,0
0.852,0.904,0.1,0.08,0,1,1,0,0
0.827,0.094,0.5,0.06,1,1,1,0,0
0.113,0.969,0.4,0.05,1,1,0,1,0
0.072,0.403,0.1,0.05,0,1,0,1,0
0.044,0.588,0.5,0.054,1,0,1,0,0
0.931,0.61,0.2,0.054,0,0,1,0,0
0.038,0.855,0.1,0.052,0,1,0,1,0
0.74,0.957,0.1,0.056,0,1,0,1,0
0.063,0.31,0.4,0.056,1,1,0,1,0
